,PC1,PC2,PC3,PC4,PC5,PC6,Class
0,2.4756478426132063,1.1950667258962502,0.05118028343079626,-0.17075124122712246,0.24105684240957456,-0.5226775732420145,0
1,-0.2628906511023791,0.012317996811305897,-1.2628314651438737,1.2876967440035398,0.5654848383067841,-0.8648839125107266,1
2,0.9450461805015135,1.6644530782490239,0.6913884523363054,-0.45489464792906154,0.1264763549848204,0.6528670897251898,0
3,-2.1489024134032166,-0.7750229992705189,-0.21964510379819485,0.5467792173315648,0.35420323956207556,-0.618201440435734,1
4,-2.710297766029121,-1.9905355377328315,-0.3074557727006615,-0.09225450213098967,-0.6708458280052296,-0.7484440400845002,1
5,-1.1180996705983384,-0.6976255027586165,-0.9703275293716587,0.8743961782058992,0.5265133279752383,-0.8144708665856173,1
6,-1.6454135927895617,-1.2017780842369137,0.7835011020604324,0.03087544913755158,0.614581101017269,-0.04364845065252481,1
7,-1.0242869863087043,-0.21056327489106644,-0.8440474190763152,0.9553864652415323,0.5615535749836961,-0.7832036582876246,1
8,-0.046937157906976945,0.21829721378230077,-1.8911027054435359,-0.6079511151831929,-1.6535806972017075,0.3999204188720001,1
9,-1.1716872775200484,0.23428881282580769,-0.6090031089524143,0.5307390933024393,0.4324205182549146,0.4031213692525552,1
10,-0.2934991797991703,1.3168139966230243,-1.0191101157140003,0.6880273442504166,0.39397892230866993,-0.7749658279425818,1
11,-1.7007352533830968,-1.229865581428187,0.7417711755102785,0.10311126076546523,0.6506330259028608,-0.08367605431343088,1
12,0.05630633546996427,-1.689501367083083,0.3527606132086108,-0.4291781383452153,0.10166272259631881,1.2758402895114878,0
13,-0.9294616061973283,0.46566770781658506,0.9130093008064931,0.9495568661176182,1.3867419507213228,0.3202320754684202,1
14,0.7296008011228822,1.4587180126271129,0.7107442404598815,-1.216467615835042,-0.2968842178851464,-0.19398988364340594,1
15,-0.6687390082190379,1.3540859266002263,-1.15846293398381,0.5538148173352221,0.1622060199652832,-0.46890669435780546,1
16,1.5613642182375502,-1.9724233812738106,-0.9175480591794268,-0.13599796916557078,-0.00807890659671748,0.7908107759774298,0
17,-0.32392961967740297,1.2155913125070836,-0.4162264201334641,0.35893125600400816,-0.024736306539514013,-0.2545163565790288,1
18,2.3907058807061463,-0.4602801394134077,-0.6293283844797111,0.650001923074738,0.7990112757119088,0.24283776518196168,0
19,-2.0013191294990786,-0.13820973681095036,-0.6444092961663478,0.5360774720145975,0.08254913358052407,-0.3222856097605953,1
20,2.867797721687521,-2.693954306928604,-0.8575536008794351,-0.2851988032587823,0.5427672183275273,-0.3963075053499042,0
21,-0.4814948109617705,-0.3005386641098135,0.032489536428946246,0.5206819497660762,1.1183116812727831,-0.296676020566972,1
22,-1.5581571719350353,-0.5120264911809039,-0.7493704751323935,0.8351006597537826,0.22631790900616594,-0.3566706193609284,1
23,-0.52608403015978,1.8101184207252317,-1.0057745696799618,-0.18974523958788211,-0.7720271446622359,0.8250561621784601,1
24,-1.996499308218509,0.40721594328598687,-0.8491232274416188,0.843189230663078,0.26574463504497825,0.021757806869113782,1
25,1.2541220254704681,-2.164110116368603,0.5517340479530669,-0.06684706386130491,0.10425231444449204,0.6524638768399403,0
26,-0.47640135121884397,-0.983071194163096,-1.8172384929692458,0.28534378613502875,-0.6850755256159952,-0.8242744457233212,1
27,-3.0429508075787854,0.2043378735991641,-1.4688380834742694,0.15252863864747448,-1.4647782435026016,0.9898013046216442,1
28,-1.8352643169191083,-0.9858560260749716,-1.4748950986686344,0.39279392406905034,-0.6841982566661656,-0.32885187452410275,1
29,-1.7680075577420955,-2.0408532502121703,-1.027693720215276,-0.08868241444783695,-0.9729847778679459,-0.7050208871276145,1
30,-0.1954776175851911,2.1692191213898924,0.6706589060167336,-0.5280350308095603,-0.19294919024774373,1.6495945723138825,0
31,-3.281554946541103,-1.2969553480866105,-1.5848404166419534,0.252446660535484,-1.5167757475367352,0.8578417945366215,1
32,-2.43219814247212,-0.8252571749254781,2.922217708261623,-1.467716349639909,0.2119066109528384,-0.7484288616927763,1
33,-1.7322525389607373,-0.2904735574184353,-0.6230609009522196,0.9612939035900596,0.6910949751187534,-0.4991037505693753,1
34,0.07713593550016219,1.3079865288344106,0.433359651055709,-0.8536374348019745,-0.5557222096607471,0.046635027805974845,1
35,0.3685605868912742,1.0897367382426388,-0.30787219026943613,-0.802873369965113,-0.5463950471248543,-0.12839987575854495,1
36,-3.2648207825503675,-1.7037823803440124,2.06696574767534,-0.6591204994207738,0.20711079588424616,-1.9713192136905944,1
37,-0.6252506478086141,-1.4540937111218606,-2.4828829213634047,0.6154894703802228,-0.8535442335211159,-0.24134678177472385,1
38,0.09747866298214228,0.540825077551155,-0.7536940132130617,-0.24409530505047403,-0.477840063215136,-0.12730780438035455,1
39,0.40804449743755444,-2.831790815359215,1.0552465747050144,-0.6795579843041568,0.05087892653805554,1.112296274527588,0
40,0.3358652769598886,0.2353547944650276,0.6849679028808736,0.4475646916562087,-0.7577661948935703,-1.2872394744809212,1
41,-1.421298594742183,-0.1307757942499851,-0.9780224244811079,-0.4117198424971898,-1.2248365017512677,0.038756453967712004,1
42,-0.944021563258136,0.23649995781320743,-1.5778918034819274,0.6492219997272999,-0.09166871330324378,-0.5746774143241239,1
43,-0.45185090724382415,-0.5188959269505399,-0.7725920753731468,0.9863011012418578,1.1311982486851149,0.08429257640961303,1
44,0.6935393545659457,1.6417695225139408,-0.31110280782930844,-1.0547512876310037,-0.6872416355662009,0.10505831613953157,1
45,0.17681142288606633,0.7783863231541168,0.2531712293192481,-0.8206571137023372,-0.34478672181183684,0.009354596338543545,0
46,2.2853475962869703,-3.8736094643584735,-0.15319553537071998,-0.474485381124412,-0.35074888330535137,0.2253815841442329,0
47,0.5184985094490575,1.9342022236928542,0.17785822017439956,-1.1168422776060023,-0.4563581806588239,0.2003831988669578,1
48,-0.5748165653114948,0.3893822991903495,-0.5290928460571818,0.8177554285960188,0.9689109889277693,0.0681557058655743,1
49,0.46127380145617386,1.3682916243877565,-0.3479712693875984,-0.7062016891166097,-0.41936382044290516,-0.10032346360818027,1
50,-0.15891858417649465,-2.3256370612939725,1.3042112673409556,-0.07600006622544674,-0.5040986942135772,1.4887058356923282,0
51,1.7181160327318756,-3.5791628901176695,-0.09700471750837063,-1.8030321868810277,-2.7294234356751677,-0.7403559274913715,0
52,0.8315558796338163,-0.5181576003618575,-0.5591043167955108,0.07504511513802689,0.4503175470951679,1.243710347477829,0
53,-2.9088922121093943,-1.7720675148068823,-1.025372564449981,0.010246991464543354,-1.1650009461324673,-0.08560270520793493,1
54,2.532295944155681,0.6990970852758026,0.18178729049437728,-0.40871960029434434,0.25947022801697245,-0.6755074901817717,0
55,-2.9322819419114157,-1.4057619664239103,0.4959635868898087,-0.009585220370799181,-0.10367887795736927,-0.8436061120715864,1
56,2.0280596569098344,-1.6182168003229562,-0.5807142588660572,-0.10812893829122247,0.6836734513843074,-0.02356488046032927,0
57,2.10531955921907,0.8097071541197346,2.326066055282022,1.6127251326303575,-1.5076289982799622,-0.07991674101588142,0
58,2.1749710102272624,-0.38043516993226706,-0.20821300526611408,0.3358991414930506,1.2625101901100249,0.27061178521738577,0
59,2.802508224402415,-2.534313356901872,-0.7255909215507913,-0.25834877278101304,0.6447061055249668,-0.3600420637785198,0
60,-1.763386252549613,0.06471921985202428,0.12057414076953445,0.3987207450337656,0.5925075224080596,-1.1571247274732575,1
